@relation _Users_manavpatel_term_project_4500_._filtered_sentoken-weka.filters.unsupervised.instance.Resample-S1-Z85.0

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'michael such i best \never on \nmuch all bad \nyou\'d such evil tightly good-natured straight out open \nisn\'t de it\'s simple yet \nold pink \non up novel on \nfirst on as own unfair \nout only so out \nvery always full potential mild \nkind out \njust dry around \nhe\'s gloomy as great depressed though little too \ndead \ni i monotonous supposedly exclusively black white \nsimilar \nwell \nharold \nwarm up he\'s up artistic \nbeautiful talented just \ni \nold actually on numerous \nfirst i extremely difficult as beautiful as maybe it\'s because i\'m jealous all i just i still all then i real breathtaking \ntogether like \nsuddenly completely wonderful i\'m on \nthere there somewhere \nrather also married \nokay maybe not so \nthere great about \nlucky i \nrobert j on \ngleefully dry articulate many intellectual \nhe\'s arrogant completely likeable utter \nperfectly here somewhere typical comic leading edgy \ni \npointless through that\'s \nmaybe i\'m because literary i\'m greatly fond rarely american \n\ni\'m about literary i \nnot so wise above down about half \nakin european leisurely rather generic out \nsometimes too clever that\'s i i often \nminor early on too like as open up \nas subtle because artistic as low-key \nlike great robert * * * long as on like often \nsuch as blind isn\'t ineffective not nearly as memorable as little \nbefore last confidential about like early meaningful \nappropriately false up \nodd \nlike up on big \nit\'s cinematic good rarely american \nmany slight i much \n',pos
' there film\'s \nprimal he\'s same token desperate \nyet reese \nno many disappointed as she\'s real \nabout she\'s only lone outside \nsimultaneously further all no obscure traditional as proverbial \n\nwon\'t \namazing about rather \nearly then sexually now \nit\'s like desperate almost so utterly unlikely extreme as \nit\'s amazing so real not merely because it\'s before all over front because all around nice easily truly \nit\'s you\'ll over final \nthough not only \nalso about \nanyway seriously so not \nit\'s fine altogether dead gorgeous \nright real neither perfect rather flawed misguided somewhat noble \nstill as extreme also about \nhalf though not off \nwhatever \n',pos
'simply amazing green \non stephen same out painfully slow underdeveloped idiotic \nhowever as pure outstanding wonderful \nfrank \nthrough on known as green good evil on \nevil evil green successful hard hard \nother as strong eventually forced \nnew back up original superb \nensemble acting perfect \ndavid as wonderful \nbecause calm extreme \nrational difficult \nunique perfectly on green interesting exciting \nparticularly worthy unique sam michael \ntrue \non very uncomfortable creepy able effectively terrifying \nas no as best supporting not only because wonderful as also because away veteran \nindependent veteran as wild \nas all really \nso believable \nlast noteworthy as enormous john ill \nwonderful frightened very similar small \nbecause very obvious no just \n\nhowever over completely \nridiculous present \nold about all on \nnot only entirely pointless out also hackneyed all \nas back quickly \nvery neither sad convincing \nnot even final like other don\'t even infamous green \nhowever as specifically such as michael as well as interesting \ngreen perfect \nbecause not able as as \nperfect great \n green so good rough pivotal very finally almost impossible not \nback difficult i barely \nfirst third green back priceless \n',pos
'michael robert robert random young mortal bleak about there\'s not much visually stylish as on vicious pretentious bitter one\'s as unintentionally further racial heavy-handed about black only way out so like it\'s hard mean black white never about virtual together still best as visually challenging as like carefully white robert black he\'s on as he\'s left deserted as dead michael back he\'s would-be dark about joe not few stylish expensive out black she\'s only clumsy as violent only appealing as it\'s still together ',neg
'popular not single american aren\'t even good dreadful as little indian big tim allen clever little french  french cool american not real literally twisted like married kinda up not exactly happily married always on once on eventually out kinda off so back obvious not only she\'s also she\'s still so obvious then on all she\'s on over half through moronic moronic soon there\'s little ironic i it\'s completely different i\'m quite familiar french just bad intelligent stupid up pretty much just shocking not only french really big good acting little isn\'t very entertaining even deep all even woody intelligent well-written shallow unfunny pretty annoying painful fast forward acting however isn\'t bad all best bad pretty likable she\'s stupid enough over funny as neurotic french just pretty lame it\'s not overly horrible very very very brief it\'s just really foreign ',neg
'i i\'m not sure different former all over top down complete opposite so tight so much about interesting it\'s very much similar favourite not quite so nasty there\'s scary much just eddie sean around as around big all about all  i up as all about not they\'re not really satisfying just lead that\'s on even however all superb i haven\'t sean much before i brilliant eddie isn\'t likeable sean understandable i don\'t i\'d like also great as phil awful i\'d never phil still i eddie real it\'s nasty it\'s politically correct man\'s through i fascinating on depressing first it\'s depressing such large such real there large out there completely sure else long way second about about not real on like on evident it\'s very intelligent static sometimes sound like they\'re mostly good not all special not all all probably just as effective on video as on large also ',neg
'not about it\'s about last currently all over cynical as about true there\'s evil green on down below all beloved previously special it\'s rare big that\'s all right soft deep mr down gigantic wide sour first there numerous bad out short young wide-eyed cindy depressed about out surprisingly sympathetic cindy away as adult like isn\'t even here corrupt rival not only complex so convoluted actual like aren\'t better so superfluous else i up like weird richard sean south not else many alone back on around needless don\'t quite little little cindy big cute fine cindy limited original however cindy as important as not up bottom you\'re behind ',neg
'as as especially somehow twice before actually it\'s amazing able whole here so blatantly not absent almost mindless well about first half then truly absent along way absent absent thankfully there no own there strictly amusing not original so ever back haunting alone poor back finally evil all way possible admittedly there funny rather shallow not very well original absent whole just atrocious totally unbelievable somehow way back close just too bad true close original as new there good so poorly it\'s best beautifully around on no real other brief rather whimsical well good now totally different it\'s too really original well maybe not well poor real yes little yellow emotional all acting half many quite forced acting so convincing as only not quite yet up don\'t usually third afterwards as little original special best i many all great amusing good not up original amusing fun probably whole as it\'s just not best ',neg
'former almost completely western general \neven actually on \nrare novel yet rare only \nsingle as mean probably unsatisfied \nsame also dark violent shady international \nbest numerous little all over \npowerful about political west african \nonly oppressive almost away \nsecret british north \nagain \nreluctantly small small \nconventional especially almost close \nbecause novel real thus interesting exciting yet very believable \nalso responsible few very successful now classic genre \nancient great left \nwild as conventional george gary de last real serious instead on \ndoesn\'t as kind simply as deadly yet powerful questionable \nmany yet very rarely leading \nperhaps isn\'t breathtaking yet adequate \nperfect weary normal way complete only ideal \ndoesn\'t capable only as cynical \nhowever familiar plenty brief ed married as reluctant \nfirst major john capable yet second \ngood very good bad real \nluckily good \nvery almost \nonly dramatic geoffrey on wrong \nfinal modern superior on macho \nunfortunately realistic somewhat attractive sloppy also didn\'t \ninteresting rare gritty realistic political \n',pos
'long forgettable like \nfirst good \nfirst truly dramatic dead critical positive \nnext deceased unfortunately lackluster \nso as comedic on not dramatic down \nfacial grotesque \nwe\'re as mental because suicidal \nit\'s however \nmedical medical \nseveral patch\'s before medical \n\nnot well as narrative there\'s little outside patch\'s long way \nmedical up truman daniel london like patch\'s \ninstantly best it\'s easy \npatch\'s young about medical \nhe\'s never \non own well way \nas particular solid \nout patch\'s sound intentional on rarely boring \nmajor first out there\'s little \nnevertheless it\'s emotionally memorable \nonly doesn\'t first \nlarge there importantly it\'s entire \n',pos
'not nearly as interesting as phil steve twin famous eric perfect instead\nstraight strict inevitably several there\'s no routine national new rather back disappointing along phil actually other beautiful j unfortunately beloved john it\'s only before famous old faithful not just not all former frank aren\'t stupid like dumb ted instead just different accurate top unfortunately several hideous central simply just isn\'t funny there\'s phil here nearly up entire isn\'t bad way instead it\'s merely bad excruciatingly boring way decent they\'re never remotely interesting instead countless downhill constant annoying other you\'ll much better good ',neg
'here so unexpected so scary so original off \nokay isn\'t quite original certainly smart \ngenre reminiscent cheesy even \nhowever as sometimes \ni so far all automatically as gory laughable \nisn\'t \nit\'s well well quite intelligent \ni now about \nisn\'t about \nit\'s about much \nyet behind all basic away so \npresent though alternate \nmany especially sci-fi similar as realistic film\'s \namerican on \njustin very bright very handsome \njust \nwell \non first human ever so \nisn\'t first ever \nabout ago alien supposedly on perfect able \nnow red cold rocky \nno on \nno \non red \n\nunfortunately loose \njust prior back along \nout approximately then off as because even \non technical \nback on strong as many as possible \nas original because alien over \nhowever as \nreally alien \noriginal alien \nhowever around alien either dramatically \nrespectable \noriginal alien alien again \n\nmuch also much i strong on \nhistorical \nextraterrestrial about \non later not \neffectively also \nfirst on i always i useful \nquite well \nall smart not \nonly little cliched general george yet logical \nthere obvious mostly technical \nspecial only mediocre just plain bad \nbelievable i even alien alien \nalso realistic usually open off \nhowever also all necessary \nmany because all gory \nhowever i \nalien about \nalien ever sole wouldn\'t as quickly as possible as many as possible \nonly \ni didn\'t on i just beautiful \nacting quite good kind \nvast over first \nacting key bad good like \nokay so isn\'t good \ngeorge probably obvious on as over-the-top general annoying \nlimited around as usually \nhowever very impressive \nshe\'s quite fun just plain \nimmensely better around probably best \nmichael isn\'t annoying soon rather appealing nice \nsmall much better incapable \nas i dramatically \nwilliamson enjoyable \njustin \nso far i effective \nsure wooden isn\'t like \nextremely well due acting \nstrong sci-fi \ndefinitely young not \nlikely probably never \ni don\'t even i \nsure critically out \ni probably won\'t i so little so much quite \nvery suspenseful sometimes very scary out mediocre \nalso wonderful \nprobably second i ever on still first \nstrong acting smart intelligent exactly entertaining \n',pos
'i \ngood no real no \namazing i so \ntommy lee \nabout small enough \nthere small then \nthen out tommy \nfew later large \nthen \n\n\ni \nnot as great as i \ni still good \nexcellent special \nbest \nover \nalso there interesting interesting \nso good \n',pos
' challenging wild perhaps rather \ni way like through bizarre \nlike not like film\'s subject personally \ni i halfway through inner on \nexactly i \ni sure insightful i ever vacuous \njohn stylish \noriginally bizarre \ntoo close \noccasionally away bizarre other on so long not rather \nas such there no real \nnot much about i didn\'t prior i bizarre like \nfirst really out drunk yet incredibly witty \nas great he\'s like \nway live really close \nit\'s as maybe real \n latter \nwell-known through on \ngeorge daniel craig \n\ngeorge off up whatever \ntogether \nlike high certain not george as rather \nbizarre george simple doesn\'t especially not \nthat\'s basically all i there \nhypnotic free so i almost entirely on way rather about \nonce over it\'s together \ni on about all \ndoesn\'t merely all no all still \nabout i off \ni about out perhaps george too far \nover even george \ni \n\nthat\'s great all i almost devoid \ni about about selfish certain way \nmaybe about merely truly inside man\'s twisted \nit\'s almost always best man\'s down audience\'s \nway don\'t it\'s just not \ni i totally though \nall i about it\'s still rather uncomfortable through \neven normally trite still like through especially first \nthough hypnotic still almost even as man\'s truly bizarre not \nas such i way \nit\'s beautiful so along dark it\'s year\'s visually stunning \nbetter i\'d almost visual complete similar haunting forever \ncomic \ni just mostly just \nthen i over even now \n',pos
'i first not i \nfirst no prior fully \nnot stupid just not profitable \n\ntherefore quite \nonly certain behind many \nnot later on adequate on on \nnever as just on third great \nno \ni not i only else on i \nhowever as so kind as several key several before movie\'s i \ni all only i glad i new \n\ni i maybe too far \nmajor \nnot fully not able exactly over weird sound all about \n\n\nexciting scary great special other not over only there really necessary good \ndavid human wooden \nnot \ni last best way great deadly sound \nscary not kind way always \nfirst totally out blue \nas well because \nlast much i first as old \non because \nso scary \n\nnever even sure flawed like right through not even \nnot \nthere maybe total \nno definately \nscully gillian maybe half \ngood last half so not much \nno \nnow \nnot then i not just due recent instead \nindeed out there \n\nover anyway so about \ninteresting marvelous \nalmost always over so as right there open \n\nconfused not because all clear later on i enough \ntwice as important as \nvital like all no \nalso don\'t \ntwice twice important \nthere no because again \n not useless crucial \nblond big emotional \nso far i only on i\'d truman only \ntruman not i \nother \ncool \nit\'s \n\nyes \nstrangely enough i good \nnot many nearly same no scully not together \nhalf out best yet several right out many i never \nholy \nlost half \nwell i never full so i about behind on several then just \nit\'s pretty obvious film\'s several long like just \n',pos
'i great about it\'s about professional so i\'ll right around as actually about well all out eventually i so i\'ll best whatever up maybe on out too eddie lazy other kind as inane as creative impossible all genuine eddie just there up possible bad eddie new die-hard through dismal beloved john lost new wild frank stunt lucky eddie favorite eventually actual eddie up incidentally eventually as i bad major mighty big green cool little awful it\'s usually very sound comedic it\'s up they\'re sympathetic usually actual lead very sound comedic generally comic eddie misguided it\'s like like like greg rick as though first off though nice black fellow perhaps all didn\'t because there so few because whole big steve as though don\'t i just here perhaps obvious eddie isn\'t it\'s over once donald new former new ed david as well as several real eddie funny simply because it\'s donald it\'s it\'s difficult eddie so bad because so shamelessly because even genre right early isn\'t eddie desperately neither frank off routine no no sharp no eddie isn\'t just bad formulaic it\'s because up actual ',neg
'almost as vacuous as other comic not only graphic also implausible often on silver it\'s much difficult behind pretty ostensibly about white corporate then on left dead though on next few here\'s i then clown as always unbeknownst really cool human on evil he\'s about typical video laughably crude virtual truly completely don\'t single together before not not i so many left unanswered i\'m sure won\'t inevitable last year\'s similar narrative lazy somewhat incoherent spare genuine hypnotic comic celluloid haven\'t ',neg
'much anticipated sometimes epic shortly so naturally worth \nas hard ever even as short wonderful \nalready neatly as yet again \ngreat as world\'s memorable real personal through young \neither best \nthere long \nno so fast never \namazingly right \ntitanic few long doesn\'t because \nlush russell present titanic on bottom \nworld\'s valuable down known back then as \nformer stuart \nalmost all elderly exactly \nlater immensely out otherwise hopelessly confusing \npast as titanic on \nclassic first sharp \nway rich poor excessive \non out along cal perfect billy \nlast little third \neven own on upcoming \nbarely on \nbrief \nnever rarely explicit \nbest ever \nso many small large all right \ncal polite yet \nwonderfully as young \nshort astonishing \nrepeatedly beautiful off nude \nhalf long wisely up still best \nauthentic \non \nthen massive then \nhandsome common \neasily fascinating before \nfirst little not big as else \n\n\nnow back \nlike through all even \nall as calm \nabout other able together mean \non touching nevertheless \nso rich merely \nthere enough all dead-on \nspecial best almost \ntitanic entire all \ndramatic front \nlike either shortly other immediately \nromantic dramatic \nmany deliciously subtle verbal physical as like perhaps few \n it\'s little confident little indeed first \n \nlittle \nbasically there half necessary too otherwise \nperhaps best \ncertain \n no \n we\'re best down like \nlike \ntitanic \npg-13 fine up \n',pos
' i just like \n\n didn\'t i sound just like \n \n i i still \ni ever \ntwin \ninsane right highly dysfunctional witty black yes \nbrilliant \ndysfunctional angry mean-spirited as \nprobably sane \nnot on \nnew soon first private out \non so sharp through celluloid \nreminiscent david smoothly fast bizarre \nexaggerated family\'s out way \nsane \nembarrassed complete rival bitter \nas anthony freddie jr only explicit \n all potential few \n\n family\'s never before about \nnew other not only secret \ndon\'t like not particularly \nperfect perverse never \nmany few subtle better ditzy \ntogether on aside challenging classical \nas on \njosh short amazing \ndown little other sane \nengaging best \nhigh other furious \ncrisp fat on \nincapable nice \njealous down \n poor \nup \n \n\n actually usual \n so like \n\n entertaining \nsinister never clear \nbig emotional slowly other up \nemotionally clearly somewhere engaging \ni\'ll not perfect \nyes fast \nsexual mature violent \nfine mature i as \n',pos
'as small slowly on weary deep open large back \nunaware exactly \naround \nas \nlike \nlike little red schindler\'s \nclearly around like lost \nnot \nover up probably not now \nprivate ryan \nout surely spielberg \nalso astounding \nviolent graphic i ever \nprivate ryan visually as disturbing as \nexcessive \nno \ntruly gritty realistic \nryan \n\nmany not \ntoo because otherwise far \nsuch graphic away even loyal spielberg \nprivate ryan on through film\'s primary \noff private ryan already on \ngreat sure ryan doesn\'t fourth about no such \nnot secret ryan though don\'t yet \nout doesn\'t right live \nup rapid though there up full \nextremely well really it\'s own \nspielberg though not quick here better michael ever \nclose \nway spielberg ryan \ngory not \nschindler\'s many about \n\nthough ryan never as before don\'t as serious as schindler\'s \noverall just old \nmuch appropriately up again i i again \nmasterful only excessive \n',pos
'yet brainless teen about sarah couldn\'t bored cardboard cliched out there i really about out acting very well big pretty much i like i still red predictable male sudden anymore she\'s all else ',neg
'out experimental virtual subject real current virtual due dead virtual executive as strange far superior desperate current because former strange rather virtual interestingly also now new though strange far effectively virtual it\'s not bad low-budget psychological virtual unfortunately it\'s before much better ultimately sci-fi bored virtual many video inexplicably own before film\'s virtual interestingly first subject heavy-handed wooden as many important too dark significantly veteran only mediocre original convincingly though lead as current like much interesting attractive doesn\'t film\'s once popular adequately on isn\'t about either virtual harmless light not on other up now then it\'s rather boring just surprisingly not as violent as genre still adult r-rated due sexual ultimately isn\'t awful it\'s not particularly interesting unique either don\'t several else ',neg
'simple not bizarre \nmad as michael j as mike subject horrendous ever \n\nit\'s it\'s it\'s just plain fun \non isn\'t as just plain fun quite nicely \nmike on as young quite few \naren\'t specifically live \ntoo many all kevin somewhat all wrong \nbehind known even very few \nas mike fun on before \nit\'s sci-fi \nbasically as only on hilarious \nbehind apart really quite irrelevant i\'ll \nup \ntogether as well as \nnaturally as horrible as possible several it\'s bad enough about hysterical \ndoesn\'t actually complete short very wisely \nas funny as only so long \noccasional also \nsecond back right left it\'s better whole \nlikely greatly don\'t you\'re \ni sharp worth on video late not full anyway large new year\'s i \nfun actually annoying \nextremely unfunny about straight heavy on overall \nlikely almost otherwise good \n',pos
'there\'s i even though i i probably difficult i \n lucky perfect because it\'s such blatant rip-off on novel yet somehow still \ni i\'m here \nwarm \njohn local as john not \nmarried blonde ever there \nshe\'s selfish nasty full somehow not exactly intellectually on \non collective ed \ndoesn\'t genuinely like either it\'s all \nmuch like who\'s off huge rich quick \nenglish tim local \nalong way accurately michael mixed up \nthere\'s also somehow once down \ni\'m not elaborate much further on because you\'re not \nbasically straightforward doesn\'t as far as classic black \nas sometimes shocking disturbing funny lucky just funny because outrageous seriously \nit\'s all big basically it\'s funny i \ngreat even though he\'s not really likable he\'s nice he\'s \nhe\'s like genuinely sorry \njust opposite she\'s constantly whatever left out \nperfect she\'s on as dim-witted on \nhere basically very evil \ni i honestly main \nlike brown about all \nfine slowly hidden same main \nsuch on just minor \ngreat \nit\'s surprising funny good \nabout different worth didn\'t apart many other \ni i again isn\'t good \n',pos
'about not on on \ndark actually homicidal \ni everywhere first michael as now away second \nindeed altogether inappropriate not \ntop astounding as \nno as out all like clown \non extremely funny \nmurderous manic hilarious otherwise dark \non other only intense all \ndiabolical truly frightening sinister \noff not only \nenough about as i\'m sure about michael as \nlike many i as \nnot because holy unconventional \n\nconvincing as hard black mysterious as \neven though only inner emotional low \nvisually short tim \nsuccessfully bleak gloomy such comic as dark \ndefinitely on \nstunning worthy \nisn\'t \ngreen over colorful outrageous \nequally appropriate \nthreatening frightening not adam \n\ndark almost as new \ncold bare \n\nmovie\'s gritty \non other not as \nnot up superb acting \nforever little there finally \nthin enough either \nas i earlier plenty never fully psychological \nnot as as \nconcerned visual dramatic \n\nnot completely likely comic \ndistinctive like good comic \n',pos
'i i ridiculous i dark very light comedic as tough wacky on hokey one-dimensional rampant cliched emotional principal loosely around up professional like as like like certain out jon gruff wacky unknown amazing perfectly drunken overweight black violent dumb dumb unbelievable double good on local ugly like usual like together conventional enough ignorant late on it\'s also decent good howard behind best pretty pink kind wonderful old obviously good strong cinematic gritty ultimate dramatic on ',neg
'not only also i all \nbefore not out \nmuch like forever \ni latter \n actually new \nway \n so many lost \nsure excellent usual immediately serious as original \ni all it\'s excessive way isn\'t really graphic \nbrilliant tarantino\'s \nso much classic down isn\'t already \naround main all eventually \nfirst vincent very john i cool out on cool \noccasional uncomfortable mostly about tony rocky \nnew off \nalso cool up classic never \ni won\'t i\'ll definitely out real cool \nsecond still other john hard as \npreviously like i it\'s \nas out not only doesn\'t up actually \nlong short up back own hilarious \non way literally \nup infamous very like \n\nlast best john again samuel l best supporting ever as slightly off-kilter rid bloody \ndesperately \nup out \nbrilliantly around actually \nhaven\'t already even i \npreviously original originally \nearlier i few ago \n\nout like half \ni past amazing \nnear widescreen several on \n\njust \noff so much about other i \n psycho deadly \n\nit\'s not like blatantly \n\nhaven\'t already i excellent best all up there such as godfather \nnot better out \nit\'s \ni bad \ngreatly \n',pos
'tired all hot new video \nhidden on \n\nindependent big second on video \nhere \nwelcome \nlight america\'s recent welcome \non actual human \nyoung \nas way down \nyet daily never \njoe woody american \njoe cocky also good as out kind doesn\'t even \nfellow british michael stephen \nmichael quickly tired world\'s \nhaunted as well as young on \ndangerous on \non front \nall other adult \nas surrogate \nout way \n\nhowever \nunfortunately only so \nfront on dangerous italy \ncomplete dangerous through hostile up \nbeautifully \nmichael frank \nup \nbest \nout \naccomplished promising dangerous on \nlike deeply small instead live \nbrilliantly actual aware many out away as \nalso beautiful \nalso realistic \nmuch earlier \nmad \ndetached \nhowever human behind all no out \nstephen wonderful as \nas middle extraordinary \noverly heroic \nfew \nwonderful through \nwoody \ncocky through \nequally on as zany leading white as well as excellent supporting such as \nwell long successful \namerica\'s \nnot full entire importantly \nforeign \naway no \nall \nright outside own small don\'t enough \n',pos
'over greedy it\'s powerful \nsoon enormous young \nhowever qui-gon obi-wan as \nno mysterious first \nlike george only over \nwe\'re not \nwon\'t up like imperial pretty cool won\'t everyday not all anyway little we\'re down \nall right like \n\never \nnot just faithful phantom second \nunfortunately not \ni around better good good miraculously good \nit\'ll \ni didn\'t true really i didn\'t nevertheless \nvirtually \npossible qui-gon film\'s left through \nvery few even all \nhorribly irritating comic nearly continuously underwater on \nqui-gon early sole supposedly so \nso i couldn\'t third just \nelectronic large as deep even same around \nkey \nobi-wan wretched \nphantom \naway everyday long ago far far away \non other constantly it\'s only so modern american incredibly out \nperhaps blatant young it\'s kind like large instead there indy \ni really exciting up \neven exciting \non simply \ni intelligent all \ndidn\'t still back original over over again \ndidn\'t still like \nit\'s only poor still \nhowever special \nindustrial light magic world\'s seamless computer-generated real-life \nespecially \nalso impressive over past only subtle casual \nhowever ago still up well \njohn back as only \nas as dramatic as ever always noticeably appropriately \nfirst back respectively phantom up several already unfamiliar \nas little thin \nnice obi-wan there several new understandable left next \nnew as new as much as prior film\'s \nalmost didn\'t so \nmaybe not second just mean \nnever interesting instead up utter \nspiritual prominent \nhowever so largely bible easy out once again back real-life \noddly on same little \nonly few scientific \ndon\'t too far \nphantom good \nvisual epic here there even old \nit\'s just up it\'s not so unrealistic simply \n',pos
'like general \non on \nlike back huge only \nup like huge not enough recognizable \n\nlike back through \nas through identical black reminiscent chicago hot doesn\'t about runaway \nlike doesn\'t \nalmost that\'s as own \nabout like supporting not hideous \nalso odd like \n first supposedly new chase clearly \ndoesn\'t even enough like much personal \nsame he\'s always lee tim allen \nlost nazi north african stereotypical i like about no political \nlittle \nold nazi broken secret so everywhere he\'s pathetic evil \nextended chase hilarious savage \nonce secret there long film\'s that\'s even better \non on giant on on \nexactly broken secret nazi didn\'t key \ndon\'t about exactly japanese \njust \nlost john spielberg george \nhowever special \n',pos
'always \nusually \non universal classic \ni always kind i always only really \nas well fun special \nup as adventurous rick \nup curious clumsy mysterious dead \ntruly like fable \nrick that\'s lead there \nalso along on dead jonathan john \nnow dead \ncurious now ancient arnold alive out \nalong dead full unbelievable out \nnot only furious also out lost long ago ancient \ndon\'t huge out just good \nextremely out like old up special off \non other that\'s up \nthere definitely not corny about though \nspecial completely different \nout even \nother before not like \nas now best special all phantom \npast mainly comedic \ngeorge disney\'s george mainly not known \ni now \ni over comedic as past george \ngreat best \nreally old \nway all not \nprobably only likable other like john didn\'t much personal \nmany different mixed usually i like \nthough not all \nthere potential potential potential potential pure together too often \npurely \ni didn\'t corny here there certainly \namazing \nparticularly ancient very fun left behind ancient \nalso up there great \nancient original always top \nbottom off usually great \n',pos
'first secret off not good as out not only as well first hong kong international hidden secret second i so chase old over chase foreign notably chase through it\'s almost anyway key giant hidden key mean key out hidden key correctly there aren\'t nazi up no all martial so ridiculously contrived just way up i isn\'t so bad really best only anyway never don\'t great so well often so amazing human own real no here all exciting who\'s probably broken also as as far as i too seriously even dramatic certain about almost masterful way even martial such as jean on visceral simply entertaining way such way unfortunately even so weak don\'t together all acting terrible apparently best hong kong past kind all off obviously low away i ',neg
'as small slowly on weary deep open large back \nunaware exactly \naround \nas \nlike \nlike little red schindler\'s \nclearly around like lost \nnot \nover up probably not now \nprivate ryan \nout surely spielberg \nalso astounding \nviolent graphic i ever \nprivate ryan visually as disturbing as \nexcessive \nno \ntruly gritty realistic \nryan \n\nmany not \ntoo because otherwise far \nsuch graphic away even loyal spielberg \nprivate ryan on through film\'s primary \noff private ryan already on \ngreat sure ryan doesn\'t fourth about no such \nnot secret ryan though don\'t yet \nout doesn\'t right live \nup rapid though there up full \nextremely well really it\'s own \nspielberg though not quick here better michael ever \nclose \nway spielberg ryan \ngory not \nschindler\'s many about \n\nthough ryan never as before don\'t as serious as schindler\'s \noverall just old \nmuch appropriately up again i i again \nmasterful only excessive \n',pos
'october don\'t last big on because finally little austin doesn\'t nearly as much like as don\'t wrong actually only away isn\'t entertaining you\'d better off disposable real harry out next out then you\'d better because up twice just isn\'t first young alex alone as david diabolical evil jay silent back anne way really up on first junior high no only kindly as social perpetually josh secret don\'t better other brown principal larry who\'s secretly last robert unexpectedly new perfect exact on off don\'t doesn\'t it\'s all pretty tame up hot like so many tim few nice like film\'s main that\'s pretty funny there isn\'t too much else here little bizarre tony pg crude ',neg
'now hong kong way down isn\'t pretty out way bland popular asian only prior american stunt laughable double cinematic simon dull rip-off bad asian kung so simple justin royal cunning cardinal stephen tim drunk so up nick steven free new other as cardinal down finally up leading obviously eastern western here it\'s eastern lead western high rip-off hard not other way around ironically there awfully little all maybe over asian because instead down predictable monotonous sudden horrible acting stephen tim justin as isn\'t he\'s light that\'s only overall flat ',neg
'romantic good ago about almost along on no very few also on political flat there too jay o stereotypical no only way up irish on catholic that\'s so popular so up soon like wrong tiny almost up around on so on then cute other first unconventional cinematic way nude sean david no it\'s same just on also no on that\'s like i instant i awhile then live happily so before superficial happy irish over i haven\'t movie\'s yet small annual lonely around off future like irish onscreen occasionally lonely together he\'ll all up utter here sometimes even respectable comedic like out weak i same actually only together over generally even old still on he\'s known better ',neg
'truman perfect \ntruman known because \n truman also plenty grim idyllic \n\ntv\'s \nall truman well artificial \ntruman perfect \nperfect \nlight \napart \n \n \nthen light \nnext up exactly \nso nearly \nback normal carefully \naround other \nproperly \nopen up on small on \ntruman quickly like back \nout \ntruman really suspicious now \neven next \n it\'s best not about truman\'s \ntruman behind apparently elaborate \namazing just own little \nlast \nnow truman\'s subject \nreal else carefully \ntruman out big \nmeanwhile truman\'s best unaware happy \nit\'s like jurassic \n\non elaborate \ninteresting such as psychological entire all fake \ni don\'t \ncertainly didn\'t \ni particularly disappointed didn\'t one\'s \ntruman\'s i almost over too easily film\'s \nearlier i better truman out i well \nexclusive didn\'t way \nperhaps it\'s not fair isn\'t like there here \non own well \nsound all \nmuch first truman \nall apparently hidden \nhidden apparently green \n\nlike truman\'s still beautiful perfect \nlike frantic still same \nepic truman\'s \n small as \n\nthere no unnecessarily long behind truman just few quick few then right \nfirst light there no token truman\'s idyllic before apart because necessary up first no \nthere\'s also no down \nit\'s quick straight movie\'s \noverall i truman \nwell interesting interesting \nneither really like on all great neither instant classic \nnevertheless i forward next whatever \n',pos
'i don\'t much eddie past bad such as holy once great comedic as 20th universal on nutty once again overweight all wrong just new short lovable rather as ridiculous on rid first still inside like bad convoluted about over because like unnecessary good then all eddie comedic old enough fat i lost first i larry finally really bad special about enough soft on pure simple not really awkward lost it\'s behind last american quick off ignorant black i ever large clean local like constantly gruff sexually about ignorant all around no about silent terribly never main convincing first nutty so well because short direct couldn\'t like all right first enjoyable last so unbearable pathetic just frustrated up away central also damn magic rick on original nutty on american london amazing digital special such beautiful around such lame even best pathetic now i about about all up around eddie up not just he\'ll i just eddie ',neg
'totally dull various interesting about as exciting as about as well even sappy stupid unlikable just plain big so boring anti-climactic away  other i quiet once exactly over-the-top other bad sly accidentally innocent bad not that\'s big so anyway seductive basically stupid eric sometimes cuban sometimes sometimes scottish out actually so young so sly about sly out naked also though again off sly up really so sly on over so up wide open exciting only moody up completely it\'s just big pretty lame really special off like cardboard then there\'s sly about as as on then sexy because sly now rather naked okay small isn\'t usually very good i i really as on it\'s boring i mean i on asleep only up good not you\'re fun earlier too much entertaining dull fun again ',neg
'haunting so confusing true ever probably on about all before like about i always like other particular before haunting different small like little i well haunting i few particular as well unfortunately i only otherwise i\'d pretty angry confusing pretty bad perfectly basically up no dry boring confusing cinematic once again up phantom exciting haunting unfortunately still before i about bad out few i few bright first beautiful also dark so great hard frightened ugly all so great on instead straight haunted even slightly successful eerie not eerie beautiful not frightening ever before i not i glad i now only satisfactory dry light up unfortunately usually right behind owen luke only other even close admirable other then basically there comic poor all other all desperately underdeveloped potential as luke just few not wicked because ruthless brave just not believable final terrible very important too obvious all major as i through i no no ridiculous various not other out first off luke no whatsoever just off literally overall haunting bad bad confusing good hopefully good full potential hopefully such great such bad hopefully other such as blair haunting not as bad as ',neg
